Order	City	Node ID	Coordinate X	Coordinate Y	Duration (min)	Profit (eur)	Student 1	Student 2	Student 3	Student 4	Student 5	Student 6	Student 7	Student 8	Student 9	Student 10	Student 11	Student 12	Student 13	Student 14	Student 15	Student 16	Student 17	Student 18	Student 19	Student 20
1602	SOMEREN-HEIDE	1093	56966464	513542213	13	37	1	0	0	0	0	1	1	0	1	1	1	0	0	0	1	1	1	1	0	1
1603	ASTEN	788	57839073	514000580	10	23	0	1	1	0	1	1	1	1	0	0	1	1	0	1	1	0	1	1	0	1
1605	DEURNE	925	57979415	514498705	8	17	1	1	1	1	1	1	0	1	1	0	1	0	1	0	1	0	1	0	1	0
1625	SOERENDONK	273	55817686	513052828	6	5	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	1	1	0
1638	HEUSDEN GEM ASTEN	711	57458228	513934534	13	32	1	0	0	0	1	0	0	1	1	1	1	1	0	0	1	1	0	0	1	1
1640	LIESHOUT	27	55909000	515221064	6	20	1	1	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1
1663	BUDEL	435	55820280	512849789	12	8	1	0	0	1	0	1	1	1	1	0	1	0	0	1	0	0	1	0	1	1
1669	SOMEREN-EIND	1009	57322025	513552927	7	6	1	1	0	1	0	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0
1720	MIERLO	665	56148214	514471962	10	19	0	1	1	1	1	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1
1726	MAARHEEZE	496	56289302	513090773	9	28	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	1	1
1727	BUDEL	397	55768490	512663439	11	28	0	1	0	1	0	1	1	0	1	1	1	1	0	1	0	1	0	1	1	0
1728	BUDEL	525	55768744	512740204	7	26	1	0	0	1	0	0	1	0	1	0	0	1	1	1	1	0	1	1	0	1
1731	SOMEREN-EIND	1001	57363707	513572819	7	26	0	1	0	0	1	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0
1732	BUDEL	300	55739329	512740823	12	37	0	1	0	1	1	0	0	0	0	1	0	1	0	0	1	1	1	0	1	1
1734	BUDEL	398	55768490	512663439	11	10	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0
1739	BUDEL-SCHOOT	432	55628113	512535032	6	12	1	1	0	1	1	1	1	0	1	0	0	1	1	1	1	0	0	1	0	0
1745	BUDEL	390	55768490	512663439	8	23	0	0	0	1	1	1	1	0	1	0	1	1	0	0	0	0	1	1	0	1
1751	BUDEL-SCHOOT	442	55613386	512497189	10	34	0	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0
1755	BUDEL	387	55768490	512663439	9	24	1	0	0	0	1	1	1	0	1	0	1	0	0	0	1	0	0	1	1	0
1758	BUDEL	568	55751068	512753891	11	8	0	1	0	1	1	1	0	0	0	1	1	0	0	0	0	1	1	0	1	0
1760	BUDEL	324	55833797	512650254	11	22	0	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1
1764	BUDEL	392	55768490	512663439	13	42	1	1	1	1	0	0	1	0	1	1	1	1	1	0	1	0	0	1	0	1
1771	BUDEL	346	55780846	512699641	9	24	0	0	0	1	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0
1772	BUDEL	326	55836391	512679827	11	30	1	1	1	1	1	0	1	0	0	0	1	0	1	1	0	0	1	0	1	0
1774	STERKSEL	31	56120183	513509999	9	18	1	1	0	1	0	0	1	0	1	1	0	1	0	1	0	0	0	0	0	0
1805	BUDEL	389	55768490	512663439	8	23	1	1	0	1	0	1	0	0	1	1	0	1	1	1	1	0	0	0	1	1
1824	BUDEL	543	55779753	512698759	8	7	1	0	1	1	1	1	1	0	1	1	0	0	0	0	0	1	1	1	1	0
1826	BUDEL-SCHOOT	547	55691171	512480641	5	17	0	1	0	1	1	0	1	1	0	0	0	0	0	0	1	1	1	1	0	0
1854	MAARHEEZE	290	56343016	513026712	10	12	1	0	1	0	1	0	1	0	0	0	1	0	1	1	0	1	0	1	0	0
1875	BUDEL DORPLEIN	578	55832913	512390681	7	14	0	0	0	0	1	0	1	0	1	1	1	1	1	0	1	1	1	0	1	0
1876	BUDEL DORPLEIN	577	55832913	512390681	8	23	0	1	0	0	0	1	0	0	0	0	0	1	1	1	1	0	1	1	1	1
1888	BUDEL	173	55879782	512565279	11	7	0	1	1	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0
1895	BUDEL	407	55805777	512645048	8	12	1	0	1	1	0	0	0	1	0	1	0	0	1	0	0	1	1	0	1	0
1903	MAARHEEZE	218	56094727	513143573	8	13	1	1	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1
1924	ASTEN	727	57495412	514164805	9	19	0	0	1	1	0	1	1	0	1	1	1	1	1	0	1	0	1	1	0	1
1934	MIERLO	594	56132573	514435404	10	19	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0
1957	ASTEN	820	57522823	514154948	5	5	0	1	0	0	1	0	0	1	0	0	1	1	1	0	1	0	1	0	1	0
1959	BUDEL	519	55632729	512679441	11	23	0	0	1	0	1	0	0	1	0	1	1	1	0	1	1	0	0	0	1	0
1995	BUDEL	175	55879782	512565279	9	9	1	1	1	0	1	1	0	1	1	1	0	0	1	0	0	0	0	1	1	0
2091	MAARHEEZE	278	56132713	513114693	6	19	1	0	0	0	1	0	0	1	1	0	1	0	1	1	0	1	1	0	0	1
2094	ASTEN	822	57480608	514157116	9	12	0	0	0	1	1	1	0	1	0	1	0	0	1	0	1	1	1	1	0	1
2100	MAARHEEZE	227	56110856	513134501	5	11	1	0	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1
2184	MAARHEEZE	579	56045044	513114663	12	20	1	0	1	1	1	1	0	0	0	0	1	0	0	0	1	0	0	1	1	1
2188	MIERLO	589	55944652	514361112	13	15	0	0	1	1	1	1	0	1	1	0	0	1	0	1	1	0	0	1	1	0
2191	MIERLO	589	55944652	514361112	7	15	0	0	1	0	0	1	1	1	1	1	0	0	0	1	0	1	0	0	1	1
2212	MIERLO	668	56148214	514471962	9	5	1	1	0	1	1	0	0	0	0	0	0	1	1	0	1	1	0	1	0	1
2241	HEUSDEN GEM ASTEN	715	57456148	513852999	12	30	1	0	1	0	0	0	1	1	0	1	0	0	0	0	1	0	0	1	0	0
2259	MIERLO	673	56151711	514456558	6	19	1	1	1	1	1	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1
2300	BUDEL	565	55733835	512668464	6	18	0	0	0	1	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1
2306	BUDEL	388	55768490	512663439	7	21	1	0	1	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	0	0
2314	BUDEL	217	55960022	512624313	10	20	0	1	0	0	0	0	1	1	0	1	0	1	1	1	1	0	1	1	1	1
2316	BUDEL	381	55778188	512725841	10	29	1	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	0	0	1	0
2334	GASTEL	192	55571198	512842882	6	13	0	1	1	0	1	1	0	1	0	0	0	0	0	0	1	1	1	0	0	1
2340	BEEK EN DONK	84	56338131	515460033	7	8	0	1	1	1	1	1	0	0	1	0	0	1	1	1	1	1	0	1	1	1
2346	DEURNE	913	57781957	514658502	7	6	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	1	0	0	0
2353	BUDEL	451	55775702	512754138	6	23	0	0	0	1	0	1	0	1	0	1	0	1	1	0	1	1	1	0	1	1
2456	SOMEREN	983	56982105	513645018	6	12	1	0	1	1	0	1	1	0	0	0	0	0	1	1	0	0	0	1	1	0
2483	HEUSDEN GEM ASTEN	790	57585176	513748475	11	5	0	1	1	0	0	0	1	1	1	1	0	0	0	0	1	1	0	1	1	1
2500	MAARHEEZE	479	56295706	513089704	11	14	0	1	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0
2511	DEURNE	855	57808963	514613607	5	7	1	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	1	0	1	1
2516	ASTEN	723	57474087	514055307	6	11	0	1	0	0	1	0	1	1	0	0	1	0	1	1	0	1	1	1	0	0
2524	BEEK EN DONK	58	56369400	515491085	13	41	1	1	1	0	1	0	1	0	1	0	1	0	0	1	0	0	1	0	0	1
2539	BUDEL	352	55732956	512718142	6	11	1	1	1	1	0	1	0	0	1	1	1	1	0	0	0	1	0	1	0	1
2593	HEUSDEN GEM ASTEN	776	57732605	513789996	6	8	0	1	1	1	1	0	0	1	0	0	1	0	0	1	1	0	1	1	1	1
2621	BUDEL	318	55900310	512656664	11	33	0	0	1	1	1	1	1	0	1	0	0	1	0	1	1	1	1	1	0	1
2627	MAARHEEZE	236	56085408	513096253	11	17	0	1	1	0	0	1	1	1	0	0	1	1	1	1	0	0	0	0	1	0
2652	LIEROP	1076	56897988	514326476	12	15	1	1	0	0	0	1	0	1	1	0	0	1	1	1	0	0	1	0	0	1
2680	MAARHEEZE	221	56042529	513151137	7	7	0	1	1	0	1	0	0	1	1	0	0	0	0	0	1	1	0	1	1	0
2682	MAARHEEZE	228	56061746	513084070	12	12	1	0	0	0	0	0	1	0	0	1	1	1	1	0	1	0	0	1	0	1
2688	MAARHEEZE	506	56360327	513057783	11	28	0	1	0	0	0	0	0	1	1	1	1	1	1	0	0	1	1	0	1	0
2697	BUDEL-SCHOOT	444	55661065	512503377	8	6	1	1	1	0	1	0	0	1	0	1	1	0	0	1	1	1	1	0	0	0
2698	BUDEL	413	55805777	512645048	8	13	0	0	0	1	1	0	1	0	0	1	0	1	1	0	0	0	1	1	1	0
2699	MAARHEEZE	491	56283508	513091741	10	10	1	1	1	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	1	0
2707	BUDEL	393	55768490	512663439	7	6	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	1	0	0	1
2714	ASTEN	793	57510182	514052415	5	11	1	0	0	1	0	0	0	0	1	0	1	1	1	0	0	0	1	1	0	0
2728	ASTEN	679	57372992	514081637	10	14	1	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	1	0	1	1
2740	MIERLO	611	56169629	514415268	12	15	1	0	1	0	1	1	0	1	1	0	0	1	0	1	0	1	1	1	1	1
2741	SOMEREN	1079	57373885	513613290	9	20	0	1	0	0	1	0	0	0	1	0	1	1	0	0	1	0	1	0	0	0
2757	BUDEL	395	55768490	512663439	13	40	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
2832	SOERENDONK	414	55707701	512998509	12	28	0	0	1	0	1	1	0	1	1	0	0	1	1	1	1	1	0	0	0	1
2836	MAARHEEZE	289	56343016	513026712	13	40	1	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	1	0	1	0
2839	MAARHEEZE	291	56371939	513033628	7	15	1	0	0	1	1	0	0	1	0	0	1	1	1	1	1	1	1	1	0	1
2840	MILHEEZE	150	57985322	515138571	7	17	1	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	1	0	1	1
2862	MIERLO	640	56219321	514462867	5	17	1	1	1	0	0	1	1	0	1	0	1	0	1	0	0	1	1	1	0	0
2939	ASTEN	720	57476023	514039090	11	34	0	0	0	0	1	0	0	1	0	1	1	0	1	1	0	1	1	0	0	1
2949	MAARHEEZE	263	56072795	513010309	11	9	0	1	1	0	0	1	1	1	1	0	1	0	0	0	0	1	0	0	0	0
3003	BUDEL	360	55730944	512700578	7	13	1	0	1	1	1	0	0	1	1	0	0	0	1	0	1	0	0	1	1	1
3018	SOERENDONK	182	55781698	513055625	11	15	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	1	0	1	1	0
3045	ASTEN	677	57632947	514020320	7	11	0	0	1	1	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0
3046	BUDEL	216	55960022	512624313	6	14	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	1	0
3115	AARLE RIXTEL	113	56351319	515119245	6	21	0	0	0	0	1	0	1	0	0	0	1	1	0	1	1	1	0	0	0	0
3134	ASTEN	766	57448400	514090850	10	25	0	1	1	1	1	1	0	1	0	0	1	0	1	1	1	1	1	1	1	0
3140	MAARHEEZE	251	56151535	513098100	10	27	0	1	1	0	0	1	1	1	0	0	0	1	1	0	0	0	1	0	1	1
3141	OMMEL	801	57479367	514174748	9	17	0	0	1	1	0	1	1	1	0	0	0	0	1	0	0	1	0	0	1	0
3197	DEURNE	911	57961791	514633335	7	25	0	0	0	0	1	1	1	0	0	1	0	0	1	1	1	1	0	1	1	1
3205	BUDEL	417	55890429	512785600	8	15	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0
3209	DEURNE	873	57938642	514498084	6	15	0	0	1	1	1	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0
3219	MAARHEEZE	478	56295706	513089704	9	26	1	0	1	1	1	1	0	0	1	1	0	1	1	0	0	0	1	0	1	0
3223	MAARHEEZE	292	56343016	513026712	11	7	0	1	0	1	0	1	0	1	0	0	1	0	1	1	0	0	0	1	0	0
3238	LIESHOUT	12	55906691	515179976	9	23	1	1	1	0	1	0	1	0	1	0	0	0	1	1	1	1	0	0	0	0
3292	MAARHEEZE	228	56061746	513084070	5	19	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0
3295	LIEROP	972	56914023	514193661	9	26	1	0	1	0	1	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1
3308	SOMEREN	1061	56974104	513591354	9	24	1	0	1	1	0	0	1	1	0	0	1	1	1	1	0	1	0	1	1	0
3322	ASTEN	732	58281003	513898207	13	30	1	0	0	1	1	1	1	1	0	0	0	0	0	1	1	0	0	1	0	0
3329	LIESHOUT	7	55962628	515198859	5	9	0	0	1	1	0	1	0	0	0	1	0	0	1	1	0	1	1	1	0	0
3330	HEUSDEN GEM ASTEN	714	57456148	513852999	8	24	1	0	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	0	0
3333	SOMEREN	1067	57467258	513461394	13	23	1	0	1	1	1	1	0	0	1	0	0	1	1	0	0	0	1	1	0	0
3348	SOMEREN	986	57070533	513678728	12	35	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1
3349	SOERENDONK	309	55734602	513023563	11	18	1	1	1	1	0	1	0	1	1	1	1	0	1	1	0	1	0	1	1	0
3357	ASTEN	827	57386110	514059845	8	5	1	0	1	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1
4088	SOMEREN	1068	57461547	513506104	8	13	1	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0
4153	NEERKANT	884	58587279	513812817	8	26	0	0	1	1	1	0	0	0	0	1	1	0	1	1	0	0	0	1	0	1
4201	SOMEREN-HEIDE	1048	56777825	513586629	11	28	0	1	0	0	1	1	0	0	1	0	0	1	0	1	1	1	0	1	0	1
4234	SOMEREN-HEIDE	1090	56953718	513459556	9	31	1	1	0	1	1	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1
4235	MAARHEEZE	225	56110856	513134501	13	22	0	0	1	1	1	1	1	0	1	0	1	0	0	1	0	0	0	1	1	1
4318	DEURNE	918	58097128	514526036	10	27	1	0	0	1	0	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1
4319	HEUSDEN GEM ASTEN	809	57796329	513514045	9	27	0	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	0	0	0	1
4328	VLIERDEN	931	57416964	514409775	9	28	0	1	1	0	1	1	1	0	1	1	0	0	0	0	1	0	0	0	1	1
4333	VLIERDEN	2	57180571	514423001	12	11	1	1	1	0	1	1	0	1	1	0	1	0	0	0	1	1	0	1	1	0
4334	LIESHOUT	89	55903900	515181308	9	22	1	1	0	1	1	1	0	0	1	0	0	0	0	1	1	0	1	1	0	1
4337	LIEROP	1089	56692066	514217438	6	13	0	0	1	1	1	1	1	0	0	1	0	0	0	0	1	1	1	0	1	1
4340	BEEK EN DONK	85	56340259	515468331	13	27	0	0	0	1	1	1	1	0	1	0	1	1	0	1	1	0	0	1	1	1
4350	BUDEL	344	55766409	512735769	6	18	0	1	1	0	1	0	1	1	0	0	1	1	1	0	1	1	0	1	1	0
4354	MIERLO	610	56192566	514423267	6	11	1	0	1	1	1	0	0	0	1	0	1	1	0	1	1	0	1	1	0	1
4357	VLIERDEN	863	57513164	514421290	7	6	0	0	1	0	0	1	0	0	0	1	1	0	0	1	0	1	1	1	0	1
4358	ASTEN	761	57317188	514112196	11	23	1	0	0	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	1
4359	DEURNE	904	57951235	514638623	5	19	0	1	0	1	0	1	0	1	1	0	0	0	1	1	1	1	1	1	0	1
4367	ASTEN	704	57576572	514143898	8	23	1	0	1	1	0	1	0	0	1	0	1	0	0	0	0	1	0	1	1	0
4454	HEUSDEN GEM ASTEN	814	57883604	513806923	10	34	0	0	1	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0
4487	SOMEREN-EIND	952	57336509	513607511	6	14	1	1	0	0	1	0	1	0	1	0	0	0	0	1	1	0	1	0	0	0
4524	MAARHEEZE	180	55896560	513265973	9	18	0	0	1	1	1	0	1	1	1	0	0	0	1	1	1	0	1	1	1	1
4576	DEURNE	867	57717831	514645180	6	16	1	0	1	1	0	1	1	0	1	0	0	1	1	0	0	0	1	0	0	0
4579	MAARHEEZE	489	56288387	513090926	10	14	1	0	1	0	1	0	0	0	0	1	0	1	1	0	1	0	0	1	1	1
4608	GASTEL	420	55500966	512864091	10	20	1	1	0	1	1	0	0	1	1	1	1	0	0	0	1	1	0	1	0	1
4618	ASTEN	701	57472886	514036004	10	12	1	1	0	1	0	1	1	1	0	0	0	1	1	1	0	0	0	0	1	1
4631	MAARHEEZE	211	56154741	513129984	7	25	0	0	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0
4721	BEEK EN DONK	152	56272812	515376518	12	23	1	1	0	1	1	1	1	0	0	1	1	1	0	0	1	1	0	0	1	1
4734	MAARHEEZE	507	56360327	513057783	13	7	1	1	0	1	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0
4736	HEUSDEN GEM ASTEN	797	58096992	513710832	11	33	1	1	0	0	0	1	0	1	1	0	0	0	1	1	1	0	1	1	1	1
4740	BUDEL	562	55732212	512758635	8	15	0	1	1	1	1	1	1	0	1	0	0	1	0	0	0	1	0	0	0	0
4746	MAARHEEZE	251	56151535	513098100	11	15	0	0	1	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1
4748	BUDEL	528	55808335	512714748	7	20	0	0	1	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	1	1
4749	MAARHEEZE	220	56030207	513157805	12	37	1	1	0	0	1	1	0	1	0	1	0	0	1	1	1	1	0	1	1	1
4750	BUDEL	440	55832672	512829977	10	31	0	0	0	1	1	0	1	1	0	0	0	0	0	0	1	1	0	1	1	1
4751	BUDEL	436	55816706	512836004	9	22	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	0	1
4752	BUDEL	462	55706327	512635174	8	20	1	0	0	0	0	0	1	1	0	0	1	1	0	1	1	1	1	1	1	1
4753	BUDEL	339	55766409	512735769	11	27	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	0	0	1	1	1
4755	BUDEL-SCHOOT	428	55681820	512426520	9	10	1	1	0	1	1	0	0	0	0	0	1	1	1	1	1	0	0	1	1	1
4763	BUDEL	302	55738253	512736037	10	19	1	1	1	0	1	0	1	0	1	1	1	0	1	1	1	0	0	0	0	1
4766	BUDEL-SCHOOT	584	55677179	512570126	11	24	0	0	0	1	1	1	1	1	0	0	0	0	0	1	1	0	0	1	0	0
4767	MAARHEEZE	249	56151535	513098100	10	16	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	1
4772	GASTEL	196	55540199	512843018	6	7	1	0	1	1	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1
4773	SOERENDONK	573	55793233	513002352	6	10	1	0	0	1	0	0	0	1	1	1	0	1	1	0	1	0	1	1	0	0
4774	MAARHEEZE	242	56180318	513114867	6	6	1	1	0	0	0	0	1	1	0	0	0	0	1	0	1	1	0	1	1	1
4775	SOERENDONK	372	55808956	513041642	10	18	0	1	0	1	0	1	0	1	0	0	1	1	0	0	1	1	0	1	1	0
4779	HEUSDEN GEM ASTEN	771	57641411	513836848	12	8	0	0	0	0	0	1	1	0	0	0	1	1	0	0	1	1	0	1	0	0
4780	BUDEL	354	55732956	512718142	10	8	1	1	1	1	0	0	1	0	0	1	1	1	0	0	1	1	1	0	1	1
4782	MAARHEEZE	494	56295706	513089704	9	22	1	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0
4783	BUDEL-SCHOOT	433	55630798	512538212	5	11	0	1	0	1	1	0	0	1	0	1	0	1	1	0	1	0	0	1	1	0
4796	BUDEL	385	55773737	512648912	8	19	0	0	1	1	0	0	1	0	1	0	1	1	0	0	1	1	1	1	1	0
4797	BUDEL	411	55805777	512645048	7	11	1	0	1	1	0	1	0	1	1	0	0	1	1	0	0	0	0	1	1	1
4798	BUDEL	306	55738817	512723775	7	13	0	1	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0
4800	MAARHEEZE	279	56132713	513114693	7	23	0	1	1	0	1	0	1	1	1	0	1	1	0	0	1	0	1	0	0	0
4801	SOERENDONK	209	55715621	513061594	9	14	1	0	1	0	1	1	0	1	1	1	1	0	0	0	1	1	0	0	0	0
4804	BUDEL	567	55762323	512649331	10	22	1	0	0	1	0	0	0	0	1	1	1	1	1	0	1	1	1	1	0	1
4814	MAARHEEZE	239	56405661	513141546	7	20	1	1	0	1	0	1	1	1	0	0	1	0	1	0	1	1	0	0	1	0
4815	MAARHEEZE	233	56098346	513230206	12	37	0	1	1	1	1	1	0	0	1	0	1	1	1	0	0	1	1	0	0	0
4816	BUDEL DORPLEIN	553	55678466	512407185	10	13	1	1	1	1	1	0	1	1	1	0	0	1	1	1	0	1	1	1	1	0
4823	MAARHEEZE	241	56219241	513102353	6	11	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	1	1
4824	GASTEL	456	55588113	512879347	8	10	1	1	0	1	1	1	0	1	0	1	1	1	0	1	0	1	0	0	1	1
4825	MAARHEEZE	477	56295706	513089704	12	30	1	1	1	1	0	1	1	1	0	0	0	1	1	0	1	1	0	1	0	0
4829	MAARHEEZE	264	56172597	513080785	11	34	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	1	0	0	0	1
4831	SOERENDONK	373	55808956	513041642	7	20	1	1	0	1	1	0	0	1	1	1	0	0	1	0	1	1	1	0	1	1
4838	BUDEL	430	55724513	512631865	10	10	1	1	0	1	0	1	0	1	0	0	1	1	0	0	0	1	0	0	1	1
4842	MAARHEEZE	291	56371939	513033628	13	38	0	0	1	1	0	0	1	1	0	1	1	0	0	0	1	0	1	0	0	0
4844	BUDEL	323	55749270	512744895	7	10	0	0	0	0	1	0	1	1	1	0	0	0	0	1	0	1	0	1	1	1
4845	MAARHEEZE	282	56132713	513114693	6	15	0	1	0	0	1	1	1	1	0	0	1	0	1	1	0	1	1	0	0	0
4851	MAARHEEZE	257	56116733	513084815	11	34	1	1	0	0	0	1	0	1	1	1	0	0	0	0	1	0	1	1	0	0
4852	MAARHEEZE	258	56113026	513088241	8	10	1	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	1	0	0	0
4857	GASTEL	457	55570967	512863277	10	6	0	1	0	0	1	0	0	1	1	1	1	0	1	1	1	1	0	0	0	0
4858	MAARHEEZE	511	56540074	513169402	8	21	1	1	0	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1
4875	BUDEL	313	55712523	512744033	10	10	1	1	0	0	1	1	1	0	1	1	0	1	1	0	0	0	1	0	1	0
4878	MAARHEEZE	510	56540074	513169402	7	19	1	1	0	1	1	1	0	0	0	0	0	1	0	0	1	1	0	1	1	1
4879	BUDEL	340	55766409	512735769	10	18	1	0	0	1	1	0	0	1	1	0	0	0	1	1	1	1	0	0	1	1
4881	AARLE RIXTEL	80	56489943	515168143	9	21	1	0	1	1	0	1	1	0	1	1	1	0	0	0	0	1	1	1	0	0
4884	BUDEL	353	55732956	512718142	11	11	1	1	0	1	0	0	1	1	1	1	1	0	0	0	0	1	1	0	0	0
4895	BUDEL DORPLEIN	554	55678466	512407185	12	33	1	0	1	0	0	0	0	0	1	1	0	1	0	0	1	0	1	1	1	0
4896	BUDEL	410	55805777	512645048	9	25	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	1	0
4903	BUDEL-SCHOOT	586	55675978	512566849	9	21	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	1	1	0	0
4904	BUDEL	330	55994627	512627298	7	15	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1
4907	MAARHEEZE	259	56116733	513084815	8	23	1	1	1	0	1	0	0	0	1	1	0	1	1	1	0	0	1	1	1	1
4910	MAARHEEZE	405	56065543	513074332	8	14	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0
4911	BUDEL	382	55915764	512707134	12	13	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0
4926	MAARHEEZE	237	56369116	513109555	8	9	0	0	0	1	1	1	0	0	0	0	1	1	0	0	0	1	0	1	0	1
4934	BUDEL	520	55703108	512671254	10	10	0	1	1	1	1	0	1	0	0	0	1	1	1	0	1	1	0	0	1	1
4935	MAARHEEZE	229	56061746	513084070	13	17	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1
4945	GASTEL	275	55569436	512848953	12	31	1	0	0	1	1	1	1	0	0	1	0	0	1	1	1	1	1	0	1	1
4949	MAARHEEZE	177	56215500	513133629	7	12	0	1	1	1	0	1	0	0	1	1	0	0	0	0	0	1	0	0	1	1
4950	MAARHEEZE	248	56151535	513098100	12	34	0	1	1	0	1	0	0	1	0	0	1	1	0	0	1	1	1	1	0	0
4953	BEEK EN DONK	97	56345271	515441947	6	22	0	1	0	0	1	1	1	1	1	0	0	1	1	1	1	1	1	0	1	1
4955	GASTEL	265	55558699	512852298	9	13	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	1	1	0	1
4956	BUDEL	439	55810544	512876235	7	17	1	1	0	0	1	1	1	1	0	0	1	0	0	0	1	0	0	0	0	1
4957	GASTEL	199	55535058	512840788	12	18	0	0	0	1	0	1	1	1	0	0	1	0	1	1	1	0	0	0	0	1
4958	BUDEL	524	55787258	512733079	7	17	0	1	0	1	0	0	0	1	0	1	0	1	0	1	1	0	0	1	1	1
4969	BUDEL	357	55732956	512718142	13	36	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1
4970	BUDEL-SCHOOT	447	55753389	512555091	6	23	1	1	1	0	1	0	0	1	0	1	0	1	1	0	1	1	1	0	1	0
4974	MAARHEEZE	219	56094727	513143573	6	11	1	0	0	1	0	0	0	1	0	1	0	1	0	1	1	1	0	1	0	0
4977	SOERENDONK	208	55804943	512968823	8	10	0	1	1	0	0	0	1	0	0	1	1	1	0	1	0	1	0	0	1	1
4978	BUDEL	304	55738253	512736037	7	17	0	0	0	0	1	1	0	1	0	1	1	0	1	0	1	1	0	0	1	0
4981	SOERENDONK	377	55818231	513068658	12	17	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	1	1	0	1	0
4985	SOERENDONK	570	55787777	512991192	9	15	0	1	0	0	0	1	0	0	0	1	1	1	0	1	0	1	1	1	1	0
4986	MAARHEEZE	234	56310776	513228634	8	17	1	0	1	1	0	1	1	0	1	1	0	0	0	0	0	0	1	1	0	0
